Course Title	Rating	Level	Schedule	What you will learn	Skill gain	Modules	Instructor	Offered By	Keyword	Course Url	Duration to complete (Approx.)	Number of Review
Telehealth Best Practices and Uses	0.0	Intermediate level	Flexible schedule	Examine the real-world application of telehealth from a world-class, research university medical center with over 30-years of practice.     	Health Equity, telehealth, Health Care	Getting Started and Telehealth: Operations, Telehealth: Equity, Telehealth: Best Practices, Telehealth: Elements of Success	James P. Marcin, MD, MPH, FAAP, FATA	University of California, Davis	Health	https://www.coursera.org/learn/telehealth-best-practices-uses	7.0	0
Leadership for Cancer Informatics  Research	0.0	Beginner level	Flexible schedule	Management practices to support a multidisciplinary informatics research team Strategies to promote diversity, inclusion, and equity in academia, clinical trials, and research - particularly cancer researchTools and methods to perform informatics work well with a multidisciplinary team	Informatics, Clinical Research, Medical Research, Team Management, Clinical Trials	Welcome, Guidelines for multidisciplinary informatics teams, Informatics project guidelines, Informatics relationships, Promoting diversity, inclusion, and equity, Informatics lab management tools	Carrie Wright, PhD	Johns Hopkins University	Health	https://www.coursera.org/learn/leadership-for-cancer-informatics-research	7.0	0
Lymphoedema: Monitoring & Intervention After Breast Cancer	4.9	Intermediate level	Flexible schedule	Describe the prospective surveillance and early intervention model of care and outline how to implement this model across healthcare settings  Explain the range of clinical assessments used to detect early breast cancer related lymphoedemaExplain why a multidisciplinary treatment approach may improve survivorship for those diagnosed with breast cancer	Anatomy, Research, clinical treatment, physiology, clinical assessment	Course Overview, Introduction to Lymphoedema , Lymphatic Physiology, Lymphatic Anatomy, Assessment & Treatment, Case Studies	Louise Koelmeyer	Macquarie University	Health	https://www.coursera.org/learn/lymphoedema-monitoring-intervention	8.0	41
HPV-Associated Oral and Throat Cancer: What You Need to Know	4.8	Beginner level	Flexible schedule	Understand the role of HPV in the development of oral and throat (oropharyngeal) cancers.Discover the role of robotic surgery in the treatment of HPV- associated throat (oropharyngeal) cancer.Identify the role of prevention, early detection, and the high-risk populations for this disease.	Not specified	CME Information and Accreditation, Introduction, Module I: HPV-associated Throat Cancer: An Epidemic, Module II: HPV Risk Factors and Clinical Presentation, Module III: Management of HPV-associated Oropharyngeal Cancer, Module IV: Prevention, Vaccination, and the Horizon, Activity Evaluation	Eric M. Genden, MD	Icahn School of Medicine at Mount Sinai	Health	https://www.coursera.org/learn/hpv-oral-throat-cancer	3.0	463
Cognition sociale	0.0	Beginner level	Flexible schedule	 Identifier le fonctionnement du cerveau en société   Reconnaître les mécanisme de perception sociale et prise de perspective   Identifier l'importance du contexte culturel sur notre cerveau  	"cognition sociale, ""lectures darticles scientifiques"", perception visuelle, prise de perspective, Neuroscience"	Penser avec le cerveau social, Percevoir les autres, Comprendre les autres, Se connaître soi-même, Interagir avec les autres, Comprendre son environnement culturel	Nicolas Burra	University of Geneva	Health	https://www.coursera.org/learn/cognition-sociale	13.0	0
Computing for Cancer Informatics	0.0	Beginner level	Flexible schedule	Basics about how computers and shared computing resources work.Understanding of  the benefits and drawbacks of currently available computing resource options, especially for cancer research.Understanding of important considerations when making computing decisions.	Bioinformatics, Cancer, Cloud Computing, Computer Network	Welcome, Basic Building Block of Computers, Binary data to computations, Computing Resources,  Shared Computing Etiquette, Research Platforms, Data Management Decisions	Carrie Wright, PhD	Johns Hopkins University	Health	https://www.coursera.org/learn/computing-for-cancer-informatics	11.0	0
Creating Behavioral Change	4.8	Beginner level	Flexible schedule	Fundamental principles of behavior changeHow those principles are applied in evidence-based psychotherapeutic interventions	Not specified	Behaviorism in Historical Context, Motivational Interviewing, What to Change?, Re-evaluating and Maintaining Gains	Alexis May	Wesleyan University	Health	https://www.coursera.org/learn/behavioral-change	10.0	107
Material Chemistry and Sustainable Building	0.0	Intermediate level	Flexible schedule	Develop a scientific understanding of toxic chemicals in building materials and their impact on human healthExplore chemical innovations in healthier and more sustainable building materialsApply strategies for reducing exposure to toxic chemicals in the built environment	Sustainability, Material Health, Chemical Classification, Toxicology, Green Chemistry	Chemistry of Building Materials and Human Health, Toxicology of the Built Environment, Understanding Chemicals of Concern and Driving Change	Alison Mears AIA, LEED AP, Catherine Murphy	Parsons School of Design, The New School	Health	https://www.coursera.org/learn/material-chemistry-and-sustainable-building	11.0	0
Outbreaks and Epidemics	4.8	Beginner level	Flexible schedule	Apply methods to weigh evidence and calculate measuresDiscuss outbreaks and the key epidemiologic tools used during investigationApply basic epidemic dynamics to the analysis of outbreaks	Statistics, Epidemiology, Outbreak investigation, Public Health	Identifying and Investigating Outbreaks: The Basics, Weighing Evidence and Identifying Causes, The Terrible Law: Basic Epidemic Dynamics, Case Studies in Outbreaks and Epidemics: From Ebola to Overdose	Justin Lessler, PhD, MS	Johns Hopkins University	Health	https://www.coursera.org/learn/outbreaks-epidemics	5.0	705
Introduction to Cataract Surgery	4.8	Advanced level	Flexible schedule	Understand the fundamentals of how to perform each step of cataract surgery successfully.Understand how to manage cataract surgery challenges.	Surgery, healthcare, Vision Health	Unit 1: Prior to the Operating Room, Unit 2: In the Operating Room and Getting to the Cataract, Unit 3: Removing the Cataract and Intraocular Lens Placement, Unit 4: Cataract Complications and Extras	Elizabeth Du, M.D.	University of Michigan	Health	https://www.coursera.org/learn/cataract-surgery	10.0	265
Children Acquiring Literacy Naturally	4.4	Beginner level	Flexible schedule	Describe the fundamental processes involved in reading.Explain the natural acquisition of literacy and its implications for society.Identify possible technological advances in literacy.	Not specified	Week 1 Introduction, Challenges, and Language, Week 2 Acquiring Spoken and Written Language, Week 3 Reading, Early Reading, and Technological Innovations	Dr. Dominic William Massaro	University of California, Santa Cruz	Health	https://www.coursera.org/learn/children-literacy	8.0	162
Surveillance Systems: The Building Blocks	4.7	Beginner level	Flexible schedule	Discuss the role of surveillance within the broader fields of epidemiology and public healthAssign objectives to define surveillance casesUse public health surveillance reporting systemsCompare and contrast surveillance systems using system attributes	Data Collection, Epidemiology, surveillance, Disease Surveillance	Surveillance as a Core Public Health Function, Defining Surveillance Objectives, Surveillance Data Reporting Systems, Surveillance System Attributes and Assessing Performance	Emily Gurley, PhD, MPH	Johns Hopkins University	Health	https://www.coursera.org/learn/epidemiology-surveillance-systems	5.0	460
Symptom Management in Palliative Care	4.5	Intermediate level	Flexible schedule	Respond to the subjective experience of symptoms and side effects using assessment tools and communication skillsConduct a pain assessment and provide basic pain management using medication and lifestyle modificationDescribe several interventions to help with emotions and coping and the role the palliative care psychiatrist plays in caring for the patientDefine distress and common causes of emotional distress related to life-threatening illness	symptom management, Communication, patient-centered care, Symptom Assessment	Course Introduction and Overview, Review of Palliative Care, Pain, Other Physical Symptoms, Distress, Final Steps	Joshua C. Fronk, Kavitha Ramchandran, Jan DeNofrio, Manuela Kogon	Stanford University	Health	https://www.coursera.org/learn/symptom-management-in-palliative-care	9.0	20
Pioneers of Medicine and Medical Breakthroughs in Taiwan	0.0	Intermediate level	Flexible schedule	"Recognize the basics of Hepatitis B, chronic kidney disease and extracorporeal
membrane oxygenation"	Not specified	Welcome to this course!, W2-1 Hepatitis B: a Quest for Pathogenesis, Natural Course and Management, W2-2 Hepatitis B: Nationwide Vaccination and Public Health Impact, W3 End-stage Renal Disease in Taiwan: Transformation from the Worst to the Better, W4 Outcomes of Living-related Kidney Transplantation, W5 Extracorporeal Life Support: Advancement and Utilization, W6 Conclusion	陳益祥 Yih-Sharng Chen, 蔡孟昆 Meng-Kun Tsai, 高嘉宏 Jia-Horng Kao, 趙家德 Chia-Ter Chao, 王植賢 Chih-Hsien Wang, 陳永銘 Yung-Ming Chen, 張凱琪 Kai-Chi Chang, 姜至剛 Chih-Kang Chiang, 倪衍玄 Yen-Hsuan Ni, 蘇東弘 Tung-Hung Su	National Taiwan University	Health	https://www.coursera.org/learn/taiwan-medical	9.0	0
